customer_id,store_id,first_name,last_name,email,address_id,activebool,create_date,last_update,active
38,1,Martha,Gonzalez,martha.gonzalez@sakilacustomer.org,42,True,2006-02-14,2013-05-26 14:49:45.738,1
39,1,Debra,Nelson,debra.nelson@sakilacustomer.org,43,True,2006-02-14,2013-05-26 14:49:45.738,1
41,1,Stephanie,Mitchell,stephanie.mitchell@sakilacustomer.org,45,True,2006-02-14,2013-05-26 14:49:45.738,1
44,1,Marie,Turner,marie.turner@sakilacustomer.org,48,True,2006-02-14,2013-05-26 14:49:45.738,1
45,1,Janet,Phillips,janet.phillips@sakilacustomer.org,49,True,2006-02-14,2013-05-26 14:49:45.738,1
47,1,Frances,Parker,frances.parker@sakilacustomer.org,51,True,2006-02-14,2013-05-26 14:49:45.738,1
48,1,Ann,Evans,ann.evans@sakilacustomer.org,52,True,2006-02-14,2013-05-26 14:49:45.738,1
50,1,Diane,Collins,diane.collins@sakilacustomer.org,54,True,2006-02-14,2013-05-26 14:49:45.738,1
51,1,Alice,Stewart,alice.stewart@sakilacustomer.org,55,True,2006-02-14,2013-05-26 14:49:45.738,1
52,1,Julie,Sanchez,julie.sanchez@sakilacustomer.org,56,True,2006-02-14,2013-05-26 14:49:45.738,1
53,1,Heather,Morris,heather.morris@sakilacustomer.org,57,True,2006-02-14,2013-05-26 14:49:45.738,1
54,1,Teresa,Rogers,teresa.rogers@sakilacustomer.org,58,True,2006-02-14,2013-05-26 14:49:45.738,1
56,1,Gloria,Cook,gloria.cook@sakilacustomer.org,60,True,2006-02-14,2013-05-26 14:49:45.738,1
58,1,Jean,Bell,jean.bell@sakilacustomer.org,62,True,2006-02-14,2013-05-26 14:49:45.738,1
59,1,Cheryl,Murphy,cheryl.murphy@sakilacustomer.org,63,True,2006-02-14,2013-05-26 14:49:45.738,1
60,1,Mildred,Bailey,mildred.bailey@sakilacustomer.org,64,True,2006-02-14,2013-05-26 14:49:45.738,1
62,1,Joan,Cooper,joan.cooper@sakilacustomer.org,66,True,2006-02-14,2013-05-26 14:49:45.738,1
63,1,Ashley,Richardson,ashley.richardson@sakilacustomer.org,67,True,2006-02-14,2013-05-26 14:49:45.738,1
67,1,Kelly,Torres,kelly.torres@sakilacustomer.org,71,True,2006-02-14,2013-05-26 14:49:45.738,1
68,1,Nicole,Peterson,nicole.peterson@sakilacustomer.org,72,True,2006-02-14,2013-05-26 14:49:45.738,1
71,1,Kathy,James,kathy.james@sakilacustomer.org,75,True,2006-02-14,2013-05-26 14:49:45.738,1
74,1,Denise,Kelly,denise.kelly@sakilacustomer.org,78,True,2006-02-14,2013-05-26 14:49:45.738,1
78,1,Lori,Wood,lori.wood@sakilacustomer.org,82,True,2006-02-14,2013-05-26 14:49:45.738,1
79,1,Rachel,Barnes,rachel.barnes@sakilacustomer.org,83,True,2006-02-14,2013-05-26 14:49:45.738,1
80,1,Marilyn,Ross,marilyn.ross@sakilacustomer.org,84,True,2006-02-14,2013-05-26 14:49:45.738,1
81,1,Andrea,Henderson,andrea.henderson@sakilacustomer.org,85,True,2006-02-14,2013-05-26 14:49:45.738,1
82,1,Kathryn,Coleman,kathryn.coleman@sakilacustomer.org,86,True,2006-02-14,2013-05-26 14:49:45.738,1
83,1,Louise,Jenkins,louise.jenkins@sakilacustomer.org,87,True,2006-02-14,2013-05-26 14:49:45.738,1
87,1,Wanda,Patterson,wanda.patterson@sakilacustomer.org,91,True,2006-02-14,2013-05-26 14:49:45.738,1
89,1,Julia,Flores,julia.flores@sakilacustomer.org,93,True,2006-02-14,2013-05-26 14:49:45.738,1
93,1,Phyllis,Foster,phyllis.foster@sakilacustomer.org,97,True,2006-02-14,2013-05-26 14:49:45.738,1
94,1,Norma,Gonzales,norma.gonzales@sakilacustomer.org,98,True,2006-02-14,2013-05-26 14:49:45.738,1
96,1,Diana,Alexander,diana.alexander@sakilacustomer.org,100,True,2006-02-14,2013-05-26 14:49:45.738,1
98,1,Lillian,Griffin,lillian.griffin@sakilacustomer.org,102,True,2006-02-14,2013-05-26 14:49:45.738,1
100,1,Robin,Hayes,robin.hayes@sakilacustomer.org,104,True,2006-02-14,2013-05-26 14:49:45.738,1
101,1,Peggy,Myers,peggy.myers@sakilacustomer.org,105,True,2006-02-14,2013-05-26 14:49:45.738,1
102,1,Crystal,Ford,crystal.ford@sakilacustomer.org,106,True,2006-02-14,2013-05-26 14:49:45.738,1
103,1,Gladys,Hamilton,gladys.hamilton@sakilacustomer.org,107,True,2006-02-14,2013-05-26 14:49:45.738,1
104,1,Rita,Graham,rita.graham@sakilacustomer.org,108,True,2006-02-14,2013-05-26 14:49:45.738,1
105,1,Dawn,Sullivan,dawn.sullivan@sakilacustomer.org,109,True,2006-02-14,2013-05-26 14:49:45.738,1
106,1,Connie,Wallace,connie.wallace@sakilacustomer.org,110,True,2006-02-14,2013-05-26 14:49:45.738,1
107,1,Florence,Woods,florence.woods@sakilacustomer.org,111,True,2006-02-14,2013-05-26 14:49:45.738,1
108,1,Tracy,Cole,tracy.cole@sakilacustomer.org,112,True,2006-02-14,2013-05-26 14:49:45.738,1
111,1,Carmen,Owens,carmen.owens@sakilacustomer.org,115,True,2006-02-14,2013-05-26 14:49:45.738,1
115,1,Wendy,Harrison,wendy.harrison@sakilacustomer.org,119,True,2006-02-14,2013-05-26 14:49:45.738,1
116,1,Victoria,Gibson,victoria.gibson@sakilacustomer.org,120,True,2006-02-14,2013-05-26 14:49:45.738,1
117,1,Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,121,True,2006-02-14,2013-05-26 14:49:45.738,1
118,1,Kim,Cruz,kim.cruz@sakilacustomer.org,122,True,2006-02-14,2013-05-26 14:49:45.738,1
119,1,Sherry,Marshall,sherry.marshall@sakilacustomer.org,123,True,2006-02-14,2013-05-26 14:49:45.738,1
121,1,Josephine,Gomez,josephine.gomez@sakilacustomer.org,125,True,2006-02-14,2013-05-26 14:49:45.738,1
122,1,Thelma,Murray,thelma.murray@sakilacustomer.org,126,True,2006-02-14,2013-05-26 14:49:45.738,1
124,1,Sheila,Wells,sheila.wells@sakilacustomer.org,128,True,2006-02-14,2013-05-26 14:49:45.738,0
125,1,Ethel,Webb,ethel.webb@sakilacustomer.org,129,True,2006-02-14,2013-05-26 14:49:45.738,1
126,1,Ellen,Simpson,ellen.simpson@sakilacustomer.org,130,True,2006-02-14,2013-05-26 14:49:45.738,1
128,1,Marjorie,Tucker,marjorie.tucker@sakilacustomer.org,132,True,2006-02-14,2013-05-26 14:49:45.738,1
129,1,Carrie,Porter,carrie.porter@sakilacustomer.org,133,True,2006-02-14,2013-05-26 14:49:45.738,1
130,1,Charlotte,Hunter,charlotte.hunter@sakilacustomer.org,134,True,2006-02-14,2013-05-26 14:49:45.738,1
133,1,Pauline,Henry,pauline.henry@sakilacustomer.org,137,True,2006-02-14,2013-05-26 14:49:45.738,1
134,1,Emma,Boyd,emma.boyd@sakilacustomer.org,138,True,2006-02-14,2013-05-26 14:49:45.738,1
138,1,Hazel,Warren,hazel.warren@sakilacustomer.org,142,True,2006-02-14,2013-05-26 14:49:45.738,1
139,1,Amber,Dixon,amber.dixon@sakilacustomer.org,143,True,2006-02-14,2013-05-26 14:49:45.738,1
140,1,Eva,Ramos,eva.ramos@sakilacustomer.org,144,True,2006-02-14,2013-05-26 14:49:45.738,1
141,1,Debbie,Reyes,debbie.reyes@sakilacustomer.org,145,True,2006-02-14,2013-05-26 14:49:45.738,1
142,1,April,Burns,april.burns@sakilacustomer.org,146,True,2006-02-14,2013-05-26 14:49:45.738,1
143,1,Leslie,Gordon,leslie.gordon@sakilacustomer.org,147,True,2006-02-14,2013-05-26 14:49:45.738,1
144,1,Clara,Shaw,clara.shaw@sakilacustomer.org,148,True,2006-02-14,2013-05-26 14:49:45.738,1
145,1,Lucille,Holmes,lucille.holmes@sakilacustomer.org,149,True,2006-02-14,2013-05-26 14:49:45.738,1
146,1,Jamie,Rice,jamie.rice@sakilacustomer.org,150,True,2006-02-14,2013-05-26 14:49:45.738,1
148,1,Eleanor,Hunt,eleanor.hunt@sakilacustomer.org,152,True,2006-02-14,2013-05-26 14:49:45.738,1
149,1,Valerie,Black,valerie.black@sakilacustomer.org,153,True,2006-02-14,2013-05-26 14:49:45.738,1
152,1,Alicia,Mills,alicia.mills@sakilacustomer.org,156,True,2006-02-14,2013-05-26 14:49:45.738,1
155,1,Gail,Knight,gail.knight@sakilacustomer.org,159,True,2006-02-14,2013-05-26 14:49:45.738,1
156,1,Bertha,Ferguson,bertha.ferguson@sakilacustomer.org,160,True,2006-02-14,2013-05-26 14:49:45.738,1
158,1,Veronica,Stone,veronica.stone@sakilacustomer.org,162,True,2006-02-14,2013-05-26 14:49:45.738,1
159,1,Jill,Hawkins,jill.hawkins@sakilacustomer.org,163,True,2006-02-14,2013-05-26 14:49:45.738,1
161,1,Geraldine,Perkins,geraldine.perkins@sakilacustomer.org,165,True,2006-02-14,2013-05-26 14:49:45.738,1
163,1,Cathy,Spencer,cathy.spencer@sakilacustomer.org,167,True,2006-02-14,2013-05-26 14:49:45.738,1
166,1,Lynn,Payne,lynn.payne@sakilacustomer.org,170,True,2006-02-14,2013-05-26 14:49:45.738,1
168,1,Regina,Berry,regina.berry@sakilacustomer.org,172,True,2006-02-14,2013-05-26 14:49:45.738,1
170,1,Beatrice,Arnold,beatrice.arnold@sakilacustomer.org,174,True,2006-02-14,2013-05-26 14:49:45.738,1
172,1,Bernice,Willis,bernice.willis@sakilacustomer.org,176,True,2006-02-14,2013-05-26 14:49:45.738,1
173,1,Audrey,Ray,audrey.ray@sakilacustomer.org,177,True,2006-02-14,2013-05-26 14:49:45.738,1
175,1,Annette,Olson,annette.olson@sakilacustomer.org,179,True,2006-02-14,2013-05-26 14:49:45.738,1
176,1,June,Carroll,june.carroll@sakilacustomer.org,180,True,2006-02-14,2013-05-26 14:49:45.738,1
179,1,Dana,Hart,dana.hart@sakilacustomer.org,183,True,2006-02-14,2013-05-26 14:49:45.738,1
182,1,Renee,Lane,renee.lane@sakilacustomer.org,186,True,2006-02-14,2013-05-26 14:49:45.738,1
184,1,Vivian,Ruiz,vivian.ruiz@sakilacustomer.org,188,True,2006-02-14,2013-05-26 14:49:45.738,1
185,1,Roberta,Harper,roberta.harper@sakilacustomer.org,189,True,2006-02-14,2013-05-26 14:49:45.738,1
188,1,Melanie,Armstrong,melanie.armstrong@sakilacustomer.org,192,True,2006-02-14,2013-05-26 14:49:45.738,1
189,1,Loretta,Carpenter,loretta.carpenter@sakilacustomer.org,193,True,2006-02-14,2013-05-26 14:49:45.738,1
191,1,Jeanette,Greene,jeanette.greene@sakilacustomer.org,195,True,2006-02-14,2013-05-26 14:49:45.738,1
192,1,Laurie,Lawrence,laurie.lawrence@sakilacustomer.org,196,True,2006-02-14,2013-05-26 14:49:45.738,1
195,1,Vanessa,Sims,vanessa.sims@sakilacustomer.org,199,True,2006-02-14,2013-05-26 14:49:45.738,1
196,1,Alma,Austin,alma.austin@sakilacustomer.org,200,True,2006-02-14,2013-05-26 14:49:45.738,1
201,1,Vicki,Fields,vicki.fields@sakilacustomer.org,205,True,2006-02-14,2013-05-26 14:49:45.738,1
203,1,Tara,Ryan,tara.ryan@sakilacustomer.org,207,True,2006-02-14,2013-05-26 14:49:45.738,1
204,1,Rosemary,Schmidt,rosemary.schmidt@sakilacustomer.org,208,True,2006-02-14,2013-05-26 14:49:45.738,1
206,1,Terri,Vasquez,terri.vasquez@sakilacustomer.org,210,True,2006-02-14,2013-05-26 14:49:45.738,1
207,1,Gertrude,Castillo,gertrude.castillo@sakilacustomer.org,211,True,2006-02-14,2013-05-26 14:49:45.738,1
208,1,Lucy,Wheeler,lucy.wheeler@sakilacustomer.org,212,True,2006-02-14,2013-05-26 14:49:45.738,1
211,1,Stacey,Montgomery,stacey.montgomery@sakilacustomer.org,215,True,2006-02-14,2013-05-26 14:49:45.738,1
213,1,Gina,Williamson,gina.williamson@sakilacustomer.org,217,True,2006-02-14,2013-05-26 14:49:45.738,1
214,1,Kristin,Johnston,kristin.johnston@sakilacustomer.org,218,True,2006-02-14,2013-05-26 14:49:45.738,1
216,1,Natalie,Meyer,natalie.meyer@sakilacustomer.org,220,True,2006-02-14,2013-05-26 14:49:45.738,1
218,1,Vera,Mccoy,vera.mccoy@sakilacustomer.org,222,True,2006-02-14,2013-05-26 14:49:45.738,1
221,1,Bessie,Morrison,bessie.morrison@sakilacustomer.org,225,True,2006-02-14,2013-05-26 14:49:45.738,1
223,1,Melinda,Fernandez,melinda.fernandez@sakilacustomer.org,227,True,2006-02-14,2013-05-26 14:49:45.738,1
225,1,Arlene,Harvey,arlene.harvey@sakilacustomer.org,229,True,2006-02-14,2013-05-26 14:49:45.738,1
227,1,Colleen,Burton,colleen.burton@sakilacustomer.org,231,True,2006-02-14,2013-05-26 14:49:45.738,1
229,1,Tamara,Nguyen,tamara.nguyen@sakilacustomer.org,233,True,2006-02-14,2013-05-26 14:49:45.738,1
231,1,Georgia,Jacobs,georgia.jacobs@sakilacustomer.org,235,True,2006-02-14,2013-05-26 14:49:45.738,1
234,1,Claudia,Fuller,claudia.fuller@sakilacustomer.org,238,True,2006-02-14,2013-05-26 14:49:45.738,1
235,1,Jackie,Lynch,jackie.lynch@sakilacustomer.org,239,True,2006-02-14,2013-05-26 14:49:45.738,1
236,1,Marcia,Dean,marcia.dean@sakilacustomer.org,240,True,2006-02-14,2013-05-26 14:49:45.738,1
237,1,Tanya,Gilbert,tanya.gilbert@sakilacustomer.org,241,True,2006-02-14,2013-05-26 14:49:45.738,1
238,1,Nellie,Garrett,nellie.garrett@sakilacustomer.org,242,True,2006-02-14,2013-05-26 14:49:45.738,1
240,1,Marlene,Welch,marlene.welch@sakilacustomer.org,244,True,2006-02-14,2013-05-26 14:49:45.738,1
242,1,Glenda,Frazier,glenda.frazier@sakilacustomer.org,246,True,2006-02-14,2013-05-26 14:49:45.738,1
243,1,Lydia,Burke,lydia.burke@sakilacustomer.org,247,True,2006-02-14,2013-05-26 14:49:45.738,1
245,1,Courtney,Day,courtney.day@sakilacustomer.org,249,True,2006-02-14,2013-05-26 14:49:45.738,1
246,1,Marian,Mendoza,marian.mendoza@sakilacustomer.org,250,True,2006-02-14,2013-05-26 14:49:45.738,1
247,1,Stella,Moreno,stella.moreno@sakilacustomer.org,251,True,2006-02-14,2013-05-26 14:49:45.738,1
248,1,Caroline,Bowman,caroline.bowman@sakilacustomer.org,252,True,2006-02-14,2013-05-26 14:49:45.738,1
253,1,Terry,Carlson,terry.carlson@sakilacustomer.org,258,True,2006-02-14,2013-05-26 14:49:45.738,1
258,1,Myrtle,Fleming,myrtle.fleming@sakilacustomer.org,263,True,2006-02-14,2013-05-26 14:49:45.738,1
260,1,Christy,Vargas,christy.vargas@sakilacustomer.org,265,True,2006-02-14,2013-05-26 14:49:45.738,1
261,1,Deanna,Byrd,deanna.byrd@sakilacustomer.org,266,True,2006-02-14,2013-05-26 14:49:45.738,1
263,1,Hilda,Hopkins,hilda.hopkins@sakilacustomer.org,268,True,2006-02-14,2013-05-26 14:49:45.738,1
264,1,Gwendolyn,May,gwendolyn.may@sakilacustomer.org,269,True,2006-02-14,2013-05-26 14:49:45.738,1
267,1,Margie,Wade,margie.wade@sakilacustomer.org,272,True,2006-02-14,2013-05-26 14:49:45.738,1
268,1,Nina,Soto,nina.soto@sakilacustomer.org,273,True,2006-02-14,2013-05-26 14:49:45.738,1
269,1,Cassandra,Walters,cassandra.walters@sakilacustomer.org,274,True,2006-02-14,2013-05-26 14:49:45.738,1
270,1,Leah,Curtis,leah.curtis@sakilacustomer.org,275,True,2006-02-14,2013-05-26 14:49:45.738,1
271,1,Penny,Neal,penny.neal@sakilacustomer.org,276,True,2006-02-14,2013-05-26 14:49:45.738,0
272,1,Kay,Caldwell,kay.caldwell@sakilacustomer.org,277,True,2006-02-14,2013-05-26 14:49:45.738,1
274,1,Naomi,Jennings,naomi.jennings@sakilacustomer.org,279,True,2006-02-14,2013-05-26 14:49:45.738,1
276,1,Brandy,Graves,brandy.graves@sakilacustomer.org,281,True,2006-02-14,2013-05-26 14:49:45.738,1
283,1,Felicia,Sutton,felicia.sutton@sakilacustomer.org,288,True,2006-02-14,2013-05-26 14:49:45.738,1
284,1,Sonia,Gregory,sonia.gregory@sakilacustomer.org,289,True,2006-02-14,2013-05-26 14:49:45.738,1
285,1,Miriam,Mckinney,miriam.mckinney@sakilacustomer.org,290,True,2006-02-14,2013-05-26 14:49:45.738,1
286,1,Velma,Lucas,velma.lucas@sakilacustomer.org,291,True,2006-02-14,2013-05-26 14:49:45.738,1
288,1,Bobbie,Craig,bobbie.craig@sakilacustomer.org,293,True,2006-02-14,2013-05-26 14:49:45.738,1
289,1,Violet,Rodriquez,violet.rodriquez@sakilacustomer.org,294,True,2006-02-14,2013-05-26 14:49:45.738,1
290,1,Kristina,Chambers,kristina.chambers@sakilacustomer.org,295,True,2006-02-14,2013-05-26 14:49:45.738,1
291,1,Toni,Holt,toni.holt@sakilacustomer.org,296,True,2006-02-14,2013-05-26 14:49:45.738,1
295,1,Daisy,Bates,daisy.bates@sakilacustomer.org,300,True,2006-02-14,2013-05-26 14:49:45.738,1
297,1,Sherri,Rhodes,sherri.rhodes@sakilacustomer.org,302,True,2006-02-14,2013-05-26 14:49:45.738,1
298,1,Erika,Pena,erika.pena@sakilacustomer.org,303,True,2006-02-14,2013-05-26 14:49:45.738,1
300,1,John,Farnsworth,john.farnsworth@sakilacustomer.org,305,True,2006-02-14,2013-05-26 14:49:45.738,1
302,1,Michael,Silverman,michael.silverman@sakilacustomer.org,307,True,2006-02-14,2013-05-26 14:49:45.738,1
305,1,Richard,Mccrary,richard.mccrary@sakilacustomer.org,310,True,2006-02-14,2013-05-26 14:49:45.738,1
306,1,Charles,Kowalski,charles.kowalski@sakilacustomer.org,311,True,2006-02-14,2013-05-26 14:49:45.738,1
308,1,Thomas,Grigsby,thomas.grigsby@sakilacustomer.org,313,True,2006-02-14,2013-05-26 14:49:45.738,1
309,1,Christopher,Greco,christopher.greco@sakilacustomer.org,314,True,2006-02-14,2013-05-26 14:49:45.738,1
314,1,George,Linton,george.linton@sakilacustomer.org,319,True,2006-02-14,2013-05-26 14:49:45.738,1
316,1,Steven,Curley,steven.curley@sakilacustomer.org,321,True,2006-02-14,2013-05-26 14:49:45.738,1
318,1,Brian,Wyman,brian.wyman@sakilacustomer.org,323,True,2006-02-14,2013-05-26 14:49:45.738,1
321,1,Kevin,Schuler,kevin.schuler@sakilacustomer.org,326,True,2006-02-14,2013-05-26 14:49:45.738,1
322,1,Jason,Morrissey,jason.morrissey@sakilacustomer.org,327,True,2006-02-14,2013-05-26 14:49:45.738,1
325,1,Timothy,Bunn,timothy.bunn@sakilacustomer.org,330,True,2006-02-14,2013-05-26 14:49:45.738,1
326,1,Jose,Andrew,jose.andrew@sakilacustomer.org,331,True,2006-02-14,2013-05-26 14:49:45.738,1
330,1,Scott,Shelley,scott.shelley@sakilacustomer.org,335,True,2006-02-14,2013-05-26 14:49:45.738,1
331,1,Eric,Robert,eric.robert@sakilacustomer.org,336,True,2006-02-14,2013-05-26 14:49:45.738,1
332,1,Stephen,Qualls,stephen.qualls@sakilacustomer.org,337,True,2006-02-14,2013-05-26 14:49:45.738,1
335,1,Gregory,Mauldin,gregory.mauldin@sakilacustomer.org,340,True,2006-02-14,2013-05-26 14:49:45.738,1
336,1,Joshua,Mark,joshua.mark@sakilacustomer.org,341,True,2006-02-14,2013-05-26 14:49:45.738,1
337,1,Jerry,Jordon,jerry.jordon@sakilacustomer.org,342,True,2006-02-14,2013-05-26 14:49:45.738,1
338,1,Dennis,Gilman,dennis.gilman@sakilacustomer.org,343,True,2006-02-14,2013-05-26 14:49:45.738,1
340,1,Patrick,Newsom,patrick.newsom@sakilacustomer.org,345,True,2006-02-14,2013-05-26 14:49:45.738,1
341,1,Peter,Menard,peter.menard@sakilacustomer.org,346,True,2006-02-14,2013-05-26 14:49:45.738,1
342,1,Harold,Martino,harold.martino@sakilacustomer.org,347,True,2006-02-14,2013-05-26 14:49:45.738,1
343,1,Douglas,Graf,douglas.graf@sakilacustomer.org,348,True,2006-02-14,2013-05-26 14:49:45.738,1
344,1,Henry,Billingsley,henry.billingsley@sakilacustomer.org,349,True,2006-02-14,2013-05-26 14:49:45.738,1
345,1,Carl,Artis,carl.artis@sakilacustomer.org,350,True,2006-02-14,2013-05-26 14:49:45.738,1
346,1,Arthur,Simpkins,arthur.simpkins@sakilacustomer.org,351,True,2006-02-14,2013-05-26 14:49:45.738,1
350,1,Juan,Fraley,juan.fraley@sakilacustomer.org,355,True,2006-02-14,2013-05-26 14:49:45.738,1
351,1,Jack,Foust,jack.foust@sakilacustomer.org,356,True,2006-02-14,2013-05-26 14:49:45.738,1
352,1,Albert,Crouse,albert.crouse@sakilacustomer.org,357,True,2006-02-14,2013-05-26 14:49:45.738,1
353,1,Jonathan,Scarborough,jonathan.scarborough@sakilacustomer.org,358,True,2006-02-14,2013-05-26 14:49:45.738,1
357,1,Keith,Rico,keith.rico@sakilacustomer.org,362,True,2006-02-14,2013-05-26 14:49:45.738,1
362,1,Nicholas,Barfield,nicholas.barfield@sakilacustomer.org,367,True,2006-02-14,2013-05-26 14:49:45.738,1
364,1,Benjamin,Varney,benjamin.varney@sakilacustomer.org,369,True,2006-02-14,2013-05-26 14:49:45.738,1
366,1,Brandon,Huey,brandon.huey@sakilacustomer.org,371,True,2006-02-14,2013-05-26 14:49:45.738,1
367,1,Adam,Gooch,adam.gooch@sakilacustomer.org,372,True,2006-02-14,2013-05-26 14:49:45.738,1
368,1,Harry,Arce,harry.arce@sakilacustomer.org,373,True,2006-02-14,2013-05-26 14:49:45.738,0
371,1,Billy,Poulin,billy.poulin@sakilacustomer.org,376,True,2006-02-14,2013-05-26 14:49:45.738,1
373,1,Louis,Leone,louis.leone@sakilacustomer.org,378,True,2006-02-14,2013-05-26 14:49:45.738,1
376,1,Randy,Gaither,randy.gaither@sakilacustomer.org,381,True,2006-02-14,2013-05-26 14:49:45.738,1
377,1,Howard,Fortner,howard.fortner@sakilacustomer.org,382,True,2006-02-14,2013-05-26 14:49:45.738,1
378,1,Eugene,Culpepper,eugene.culpepper@sakilacustomer.org,383,True,2006-02-14,2013-05-26 14:49:45.738,1
379,1,Carlos,Coughlin,carlos.coughlin@sakilacustomer.org,384,True,2006-02-14,2013-05-26 14:49:45.738,1
380,1,Russell,Brinson,russell.brinson@sakilacustomer.org,385,True,2006-02-14,2013-05-26 14:49:45.738,1
383,1,Martin,Bales,martin.bales@sakilacustomer.org,388,True,2006-02-14,2013-05-26 14:49:45.738,1
385,1,Phillip,Holm,phillip.holm@sakilacustomer.org,390,True,2006-02-14,2013-05-26 14:49:45.738,1
386,1,Todd,Tan,todd.tan@sakilacustomer.org,391,True,2006-02-14,2013-05-26 14:49:45.738,1
389,1,Alan,Kahn,alan.kahn@sakilacustomer.org,394,True,2006-02-14,2013-05-26 14:49:45.738,1
390,1,Shawn,Heaton,shawn.heaton@sakilacustomer.org,395,True,2006-02-14,2013-05-26 14:49:45.738,1
391,1,Clarence,Gamez,clarence.gamez@sakilacustomer.org,396,True,2006-02-14,2013-05-26 14:49:45.738,1
393,1,Philip,Causey,philip.causey@sakilacustomer.org,398,True,2006-02-14,2013-05-26 14:49:45.738,1
396,1,Earl,Shanks,earl.shanks@sakilacustomer.org,401,True,2006-02-14,2013-05-26 14:49:45.738,1
397,1,Jimmy,Schrader,jimmy.schrader@sakilacustomer.org,402,True,2006-02-14,2013-05-26 14:49:45.738,1
398,1,Antonio,Meek,antonio.meek@sakilacustomer.org,403,True,2006-02-14,2013-05-26 14:49:45.738,1
399,1,Danny,Isom,danny.isom@sakilacustomer.org,404,True,2006-02-14,2013-05-26 14:49:45.738,1
402,1,Luis,Yanez,luis.yanez@sakilacustomer.org,407,True,2006-02-14,2013-05-26 14:49:45.738,1
403,1,Mike,Way,mike.way@sakilacustomer.org,408,True,2006-02-14,2013-05-26 14:49:45.738,1
405,1,Leonard,Schofield,leonard.schofield@sakilacustomer.org,410,True,2006-02-14,2013-05-26 14:49:45.738,1
406,1,Nathan,Runyon,nathan.runyon@sakilacustomer.org,411,True,2006-02-14,2013-05-26 14:49:45.738,0
407,1,Dale,Ratcliff,dale.ratcliff@sakilacustomer.org,412,True,2006-02-14,2013-05-26 14:49:45.738,1
408,1,Manuel,Murrell,manuel.murrell@sakilacustomer.org,413,True,2006-02-14,2013-05-26 14:49:45.738,1
411,1,Norman,Currier,norman.currier@sakilacustomer.org,416,True,2006-02-14,2013-05-26 14:49:45.738,1
414,1,Vincent,Ralston,vincent.ralston@sakilacustomer.org,419,True,2006-02-14,2013-05-26 14:49:45.738,1
415,1,Glenn,Pullen,glenn.pullen@sakilacustomer.org,420,True,2006-02-14,2013-05-26 14:49:45.738,1
417,1,Travis,Estep,travis.estep@sakilacustomer.org,422,True,2006-02-14,2013-05-26 14:49:45.738,1
419,1,Chad,Carbone,chad.carbone@sakilacustomer.org,424,True,2006-02-14,2013-05-26 14:49:45.738,1
420,1,Jacob,Lance,jacob.lance@sakilacustomer.org,425,True,2006-02-14,2013-05-26 14:49:45.738,1
421,1,Lee,Hawks,lee.hawks@sakilacustomer.org,426,True,2006-02-14,2013-05-26 14:49:45.738,1
422,1,Melvin,Ellington,melvin.ellington@sakilacustomer.org,427,True,2006-02-14,2013-05-26 14:49:45.738,1
426,1,Bradley,Motley,bradley.motley@sakilacustomer.org,431,True,2006-02-14,2013-05-26 14:49:45.738,1
430,1,Ray,Houle,ray.houle@sakilacustomer.org,435,True,2006-02-14,2013-05-26 14:49:45.738,1
